FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-391/2026-731b,2025-03-24,Belagavi Dist,Tilakwadi PS,15.88948,74.47995,Cyber Crime,Under Investigation
FIR-596/2025-e3db,2025-03-30,Hubballi Dharwad City,Dharwad Suburban PS,15.41139,75.10041,Cyber Crime,Pending Trial
FIR-750/2025-91ea,2025-07-06,Belagavi Dist,Tilakwadi PS,15.89158,74.49998,Robbery,Pending Trial
FIR-987/2026-a7fe,2025-06-11,Belagavi Dist,Belagavi Camp PS,15.85811,74.51262,Cyber Crime,Closed
FIR-147/2025-c9a1,2025-11-27,Tumakuru,Kyathasandra PS,13.29724,77.05251,Robbery,Pending Trial
FIR-103/2025-dccb,2025-12-23,Tumakuru,Kyathasandra PS,13.31131,77.13095,Theft,Charge Sheeted
FIR-774/2025-6346,2025-11-23,Hubballi Dharwad City,Hubballi Town PS,15.35052,75.17056,Assault,Under Investigation
FIR-645/2026-aa8b,2025-04-22,Tumakuru,Kyathasandra PS,13.31532,77.09485,Assault,Under Investigation
FIR-797/2026-e13d,2025-08-23,Hubballi Dharwad City,Dharwad Suburban PS,15.32313,75.16887,Cyber Crime,Closed
FIR-639/2025-37db,2025-07-22,Hubballi Dharwad City,Vidyanagar PS,15.34055,75.07685,Cheating,Closed
FIR-596/2025-3db1,2025-01-15,Hubballi Dharwad City,Hubballi Town PS,15.3981,75.15146,POCSO,Closed
FIR-742/2025-0e5c,2025-08-22,Tumakuru,Tumakuru Town PS,13.33277,77.13065,NDPS,Closed
FIR-331/2025-0151,2025-10-24,Hubballi Dharwad City,Dharwad Suburban PS,15.3879,75.08637,POCSO,Charge Sheeted
FIR-665/2026-029f,2025-06-26,Hubballi Dharwad City,Hubballi Town PS,15.3845,75.1462,Cyber Crime,Closed
FIR-897/2025-f213,2025-01-11,Belagavi Dist,Khadebazar PS,15.89643,74.53221,Cheating,Under Investigation
FIR-871/2025-a1a3,2025-08-12,Bengaluru City,Malleswaram PS,12.94359,77.61421,Cyber Crime,Under Investigation
FIR-638/2025-e44e,2025-06-21,Bengaluru City,Cubbon Park PS,12.9662,77.60887,POCSO,Charge Sheeted
FIR-512/2026-b734,2025-07-22,Tumakuru,Tumakuru Town PS,13.32015,77.11948,Murder,Closed
FIR-716/2026-84f3,2025-11-01,Tumakuru,Tumakuru Town PS,13.38077,77.12263,NDPS,Charge Sheeted
FIR-473/2025-bfdc,2025-08-22,Belagavi Dist,Tilakwadi PS,15.8251,74.46955,NDPS,Charge Sheeted
FIR-942/2026-d5d8,2025-06-30,Belagavi Dist,Belagavi Camp PS,15.8207,74.51912,Theft,Pending Trial
FIR-320/2026-3002,2025-05-07,Mysuru City,Kuvempunagar PS,12.26932,76.6875,POCSO,Under Investigation
FIR-753/2026-1419,2025-02-04,Hubballi Dharwad City,Dharwad Suburban PS,15.33867,75.15691,POCSO,Under Investigation
FIR-545/2026-0fe8,2025-06-01,Belagavi Dist,Belagavi Camp PS,15.817,74.50631,Theft,Under Investigation
FIR-729/2025-1f63,2025-05-28,Mysuru City,Devaraja PS,12.33414,76.59337,POCSO,Closed
FIR-860/2026-fae2,2025-03-22,Belagavi Dist,Khadebazar PS,15.83476,74.47188,NDPS,Under Investigation
FIR-187/2026-b242,2025-06-30,Mysuru City,Devaraja PS,12.33851,76.65595,Assault,Under Investigation
FIR-485/2026-9697,2025-08-15,Mysuru City,Devaraja PS,12.29597,76.68403,Murder,Pending Trial
FIR-742/2025-d9e6,2025-04-03,Mysuru City,Devaraja PS,12.31895,76.6066,Murder,Closed
FIR-227/2025-090a,2025-06-01,Bengaluru City,Koramangala PS,13.00787,77.60905,Cheating,Pending Trial
FIR-605/2025-6e0e,2025-12-26,Tumakuru,Kyathasandra PS,13.29072,77.0796,Cyber Crime,Closed
FIR-638/2026-caf1,2025-07-25,Belagavi Dist,Tilakwadi PS,15.87266,74.5259,Robbery,Closed
FIR-320/2026-4636,2025-06-13,Hubballi Dharwad City,Hubballi Town PS,15.36579,75.10293,Theft,Pending Trial
FIR-636/2026-6d7c,2025-10-12,Tumakuru,Tumakuru Town PS,13.36878,77.14649,Assault,Pending Trial
FIR-405/2026-6920,2025-07-05,Mysuru City,Saraswathipuram PS,12.29713,76.67217,NDPS,Under Investigation
FIR-645/2025-3c8a,2025-12-03,Hubballi Dharwad City,Vidyanagar PS,15.37751,75.07791,Assault,Closed
FIR-423/2025-f376,2025-06-23,Hubballi Dharwad City,Hubballi Town PS,15.31936,75.1076,Robbery,Charge Sheeted
FIR-736/2026-b070,2025-08-12,Mysuru City,Kuvempunagar PS,12.27731,76.64486,Cyber Crime,Closed
FIR-705/2025-15dc,2025-04-30,Hubballi Dharwad City,Vidyanagar PS,15.39103,75.14376,NDPS,Under Investigation
FIR-636/2026-85f9,2025-02-25,Mysuru City,Kuvempunagar PS,12.30675,76.6209,Theft,Under Investigation
FIR-395/2025-f7b4,2025-08-30,Mysuru City,Devaraja PS,12.30624,76.62974,Murder,Pending Trial
FIR-955/2026-d778,2025-04-04,Bengaluru City,Koramangala PS,12.9447,77.64234,Cheating,Charge Sheeted
FIR-620/2025-0e17,2025-04-21,Belagavi Dist,Tilakwadi PS,15.8964,74.45189,Assault,Pending Trial
FIR-596/2026-f185,2025-10-18,Belagavi Dist,Tilakwadi PS,15.87797,74.54155,Cyber Crime,Under Investigation
FIR-903/2025-3a65,2025-05-12,Tumakuru,Kyathasandra PS,13.36019,77.08686,Theft,Under Investigation
FIR-158/2025-4440,2025-10-13,Bengaluru City,Malleswaram PS,12.94862,77.57645,Cheating,Charge Sheeted
FIR-679/2026-bb0e,2025-08-29,Belagavi Dist,Belagavi Camp PS,15.80632,74.49164,NDPS,Under Investigation
FIR-822/2025-90dd,2025-08-31,Bengaluru City,Cubbon Park PS,12.97829,77.59058,Assault,Under Investigation
FIR-454/2025-30c6,2025-06-05,Hubballi Dharwad City,Dharwad Suburban PS,15.33345,75.141,Robbery,Closed
FIR-567/2025-8f31,2025-03-29,Tumakuru,Kyathasandra PS,13.3605,77.09404,Cyber Crime,Under Investigation
FIR-598/2025-4d2c,2025-08-08,Tumakuru,Kyathasandra PS,13.29294,77.14686,Cheating,Closed
FIR-986/2025-9710,2025-08-12,Tumakuru,Tumakuru Town PS,13.35674,77.07329,Murder,Charge Sheeted
FIR-221/2025-89e7,2025-07-14,Mysuru City,Kuvempunagar PS,12.32531,76.66729,Cheating,Closed
FIR-951/2026-70fc,2025-09-05,Belagavi Dist,Khadebazar PS,15.87447,74.53023,NDPS,Charge Sheeted
FIR-614/2026-eb64,2025-05-09,Tumakuru,Kyathasandra PS,13.34392,77.11422,NDPS,Charge Sheeted
FIR-996/2026-d2f7,2025-02-26,Mysuru City,Devaraja PS,12.31188,76.6128,Cyber Crime,Charge Sheeted
FIR-200/2025-3dd2,2025-02-26,Tumakuru,Kyathasandra PS,13.29264,77.05228,Cheating,Pending Trial
FIR-106/2025-04aa,2025-01-21,Bengaluru City,Cubbon Park PS,12.92261,77.60501,Assault,Pending Trial
FIR-424/2025-a9cf,2025-12-08,Hubballi Dharwad City,Dharwad Suburban PS,15.37066,75.09465,Robbery,Under Investigation
FIR-423/2026-49e4,2025-01-05,Bengaluru City,Cubbon Park PS,12.93256,77.57898,Assault,Charge Sheeted
FIR-256/2026-3379,2025-05-21,Hubballi Dharwad City,Dharwad Suburban PS,15.32112,75.11286,Murder,Pending Trial
FIR-163/2026-e396,2025-11-15,Tumakuru,Kyathasandra PS,13.33196,77.13338,NDPS,Under Investigation
FIR-520/2026-baf8,2025-08-08,Mysuru City,Devaraja PS,12.28665,76.67174,Assault,Closed
FIR-158/2025-bba8,2025-04-14,Belagavi Dist,Khadebazar PS,15.83516,74.53553,Murder,Charge Sheeted
FIR-673/2026-8c51,2025-06-14,Hubballi Dharwad City,Dharwad Suburban PS,15.37244,75.08747,POCSO,Under Investigation
FIR-765/2026-2748,2025-11-04,Hubballi Dharwad City,Hubballi Town PS,15.39716,75.11578,POCSO,Pending Trial
FIR-693/2025-2d30,2025-11-12,Belagavi Dist,Khadebazar PS,15.84128,74.51532,Robbery,Under Investigation
FIR-139/2025-190b,2025-12-25,Mysuru City,Saraswathipuram PS,12.30556,76.6374,Murder,Under Investigation
FIR-495/2026-5fdb,2025-12-02,Belagavi Dist,Belagavi Camp PS,15.89475,74.45916,POCSO,Pending Trial
FIR-870/2025-7423,2025-11-19,Tumakuru,Kyathasandra PS,13.36201,77.09789,Cyber Crime,Closed
FIR-455/2026-29d1,2025-10-05,Mysuru City,Devaraja PS,12.27513,76.65107,Assault,Pending Trial
FIR-524/2025-61e6,2025-09-11,Tumakuru,Kyathasandra PS,13.37401,77.14353,Murder,Closed
FIR-229/2025-5490,2025-05-25,Belagavi Dist,Khadebazar PS,15.89394,74.50127,POCSO,Under Investigation
FIR-412/2026-02f1,2025-03-18,Mysuru City,Saraswathipuram PS,12.30434,76.63195,Cheating,Closed
FIR-256/2025-d1a4,2025-03-04,Hubballi Dharwad City,Vidyanagar PS,15.32526,75.13107,Assault,Closed
FIR-637/2025-8164,2025-04-06,Mysuru City,Saraswathipuram PS,12.25065,76.61602,Assault,Closed
FIR-130/2026-8653,2025-03-04,Mysuru City,Kuvempunagar PS,12.26218,76.58999,Assault,Under Investigation
FIR-593/2026-edb5,2025-07-31,Hubballi Dharwad City,Vidyanagar PS,15.40902,75.15863,Cyber Crime,Pending Trial
FIR-168/2026-1287,2025-06-05,Belagavi Dist,Khadebazar PS,15.86475,74.47286,Murder,Pending Trial
FIR-449/2025-6ec1,2025-04-06,Mysuru City,Devaraja PS,12.30497,76.60552,Assault,Under Investigation
FIR-182/2025-8524,2025-04-24,Hubballi Dharwad City,Dharwad Suburban PS,15.32522,75.1523,POCSO,Under Investigation
FIR-686/2026-86d0,2025-10-30,Bengaluru City,Indiranagar PS,13.00837,77.59416,Theft,Closed
FIR-819/2025-aaa9,2025-05-04,Hubballi Dharwad City,Hubballi Town PS,15.36716,75.15256,Robbery,Pending Trial
FIR-916/2026-6165,2025-03-19,Belagavi Dist,Belagavi Camp PS,15.86005,74.52536,Cyber Crime,Under Investigation
FIR-347/2026-e2bd,2025-04-19,Bengaluru City,Cubbon Park PS,12.92738,77.61624,Assault,Charge Sheeted
FIR-186/2025-d185,2025-11-18,Bengaluru City,Koramangala PS,12.99933,77.59669,Robbery,Pending Trial
FIR-494/2025-cf1b,2025-02-18,Belagavi Dist,Khadebazar PS,15.86015,74.46486,Theft,Closed
FIR-920/2026-9191,2025-08-02,Bengaluru City,Indiranagar PS,12.96193,77.64152,NDPS,Charge Sheeted
FIR-250/2026-c6a3,2025-07-30,Hubballi Dharwad City,Vidyanagar PS,15.39841,75.14564,POCSO,Closed
FIR-225/2025-6ab1,2025-12-22,Mysuru City,Kuvempunagar PS,12.29239,76.65263,Assault,Under Investigation
FIR-340/2026-ceba,2025-02-21,Tumakuru,Kyathasandra PS,13.32523,77.1491,Robbery,Closed
FIR-557/2026-3b81,2025-03-24,Hubballi Dharwad City,Hubballi Town PS,15.40868,75.09682,Theft,Under Investigation
FIR-510/2025-903d,2025-06-24,Mysuru City,Saraswathipuram PS,12.26948,76.60728,Cheating,Pending Trial
FIR-261/2026-ea9b,2025-10-24,Mysuru City,Devaraja PS,12.28398,76.62832,NDPS,Under Investigation
FIR-421/2026-226a,2025-11-18,Belagavi Dist,Belagavi Camp PS,15.86686,74.48808,Assault,Charge Sheeted
FIR-786/2026-28e3,2025-05-05,Bengaluru City,Indiranagar PS,12.96341,77.60218,NDPS,Pending Trial
FIR-780/2025-3bcc,2025-04-07,Mysuru City,Kuvempunagar PS,12.30116,76.62141,Robbery,Under Investigation
FIR-776/2025-362a,2025-01-12,Mysuru City,Saraswathipuram PS,12.25367,76.65989,Murder,Under Investigation
FIR-167/2025-08ff,2025-10-19,Hubballi Dharwad City,Hubballi Town PS,15.38066,75.07797,POCSO,Closed
FIR-842/2026-b759,2025-12-29,Bengaluru City,Koramangala PS,13.02065,77.60547,Cheating,Closed
FIR-372/2025-3495,2025-12-15,Tumakuru,Kyathasandra PS,13.34797,77.05719,Cyber Crime,Pending Trial
FIR-793/2025-570e,2025-12-25,Mysuru City,Devaraja PS,12.24618,76.6554,Cheating,Pending Trial
FIR-732/2025-c2a5,2025-05-16,Tumakuru,Tumakuru Town PS,13.36021,77.14174,Robbery,Pending Trial
FIR-935/2025-4955,2025-07-31,Tumakuru,Kyathasandra PS,13.37944,77.12867,Cheating,Pending Trial
FIR-608/2025-86a7,2025-09-24,Bengaluru City,Koramangala PS,12.9824,77.55314,Murder,Charge Sheeted
FIR-938/2026-15f9,2025-09-14,Belagavi Dist,Tilakwadi PS,15.83702,74.49361,POCSO,Closed
FIR-580/2025-a516,2025-01-18,Belagavi Dist,Belagavi Camp PS,15.85398,74.47917,Cyber Crime,Under Investigation
FIR-194/2026-62c1,2025-01-31,Bengaluru City,Malleswaram PS,13.00285,77.59356,Assault,Charge Sheeted
FIR-225/2025-bc30,2025-02-11,Mysuru City,Kuvempunagar PS,12.34083,76.6774,Robbery,Closed
FIR-892/2026-6ff3,2025-06-11,Belagavi Dist,Tilakwadi PS,15.88581,74.47135,POCSO,Pending Trial
FIR-378/2025-3096,2025-06-16,Hubballi Dharwad City,Vidyanagar PS,15.32917,75.10162,NDPS,Pending Trial
FIR-634/2025-8755,2025-12-28,Tumakuru,Tumakuru Town PS,13.29761,77.07109,POCSO,Under Investigation
FIR-597/2026-0856,2025-08-11,Tumakuru,Tumakuru Town PS,13.34431,77.12051,POCSO,Under Investigation
FIR-463/2026-7ed8,2025-04-10,Bengaluru City,Indiranagar PS,13.00686,77.59049,Cyber Crime,Under Investigation
FIR-258/2025-fb78,2025-08-26,Tumakuru,Kyathasandra PS,13.3503,77.09202,Assault,Under Investigation
FIR-109/2025-431f,2025-08-09,Mysuru City,Kuvempunagar PS,12.33378,76.62488,POCSO,Pending Trial
FIR-597/2025-23dd,2025-01-05,Tumakuru,Tumakuru Town PS,13.30146,77.06787,Theft,Pending Trial
FIR-620/2026-c235,2025-12-07,Mysuru City,Kuvempunagar PS,12.25261,76.59579,Cyber Crime,Charge Sheeted
FIR-577/2025-522e,2025-03-06,Bengaluru City,Cubbon Park PS,12.96189,77.6311,Cyber Crime,Under Investigation
FIR-765/2025-0ee1,2025-09-04,Bengaluru City,Indiranagar PS,12.996,77.60391,POCSO,Pending Trial
FIR-227/2026-c4b0,2025-11-20,Bengaluru City,Malleswaram PS,12.94526,77.61354,Theft,Closed
FIR-381/2026-07a2,2025-09-25,Tumakuru,Tumakuru Town PS,13.38106,77.06667,Theft,Under Investigation
FIR-936/2025-f8b9,2025-03-08,Hubballi Dharwad City,Vidyanagar PS,15.35198,75.10222,Cheating,Pending Trial
FIR-228/2026-77ac,2025-03-07,Belagavi Dist,Khadebazar PS,15.8726,74.50563,NDPS,Pending Trial
FIR-146/2025-466c,2025-03-11,Bengaluru City,Indiranagar PS,12.95738,77.57052,Cheating,Under Investigation
FIR-631/2025-a0ea,2025-08-21,Tumakuru,Tumakuru Town PS,13.31103,77.11712,Cyber Crime,Pending Trial
FIR-313/2026-b05b,2025-02-01,Belagavi Dist,Tilakwadi PS,15.89414,74.48561,POCSO,Pending Trial
FIR-795/2026-980d,2025-01-13,Tumakuru,Tumakuru Town PS,13.35737,77.14624,Cyber Crime,Under Investigation
FIR-896/2026-deb0,2025-12-03,Mysuru City,Devaraja PS,12.29362,76.66514,NDPS,Charge Sheeted
FIR-311/2026-4984,2025-07-07,Bengaluru City,Indiranagar PS,12.92477,77.63844,Murder,Closed
FIR-552/2025-fcd7,2025-03-09,Hubballi Dharwad City,Hubballi Town PS,15.39789,75.15,Cheating,Under Investigation
FIR-218/2025-e70e,2025-11-30,Tumakuru,Kyathasandra PS,13.38218,77.11816,Assault,Under Investigation
FIR-603/2025-58f7,2025-10-02,Bengaluru City,Koramangala PS,12.95004,77.5863,Robbery,Charge Sheeted
FIR-625/2026-e514,2025-11-22,Tumakuru,Tumakuru Town PS,13.34278,77.06298,Theft,Charge Sheeted
FIR-599/2025-9c54,2025-07-08,Mysuru City,Devaraja PS,12.25719,76.66181,NDPS,Pending Trial
FIR-922/2025-db4c,2025-12-02,Mysuru City,Devaraja PS,12.34153,76.64581,Cyber Crime,Under Investigation
FIR-301/2025-5887,2025-05-18,Mysuru City,Kuvempunagar PS,12.32543,76.67921,Robbery,Charge Sheeted
FIR-857/2026-ea12,2025-03-06,Hubballi Dharwad City,Vidyanagar PS,15.39717,75.08795,Cheating,Pending Trial
FIR-424/2026-428c,2025-04-29,Belagavi Dist,Khadebazar PS,15.84044,74.46925,Murder,Closed
FIR-502/2025-7ae1,2025-11-21,Belagavi Dist,Tilakwadi PS,15.87263,74.45446,Robbery,Pending Trial
FIR-116/2025-8381,2025-07-15,Hubballi Dharwad City,Vidyanagar PS,15.39756,75.16371,Murder,Pending Trial
FIR-589/2026-f507,2025-01-21,Hubballi Dharwad City,Dharwad Suburban PS,15.38795,75.1079,Cyber Crime,Closed
FIR-198/2026-471c,2025-03-09,Tumakuru,Kyathasandra PS,13.34881,77.14511,Robbery,Under Investigation
FIR-544/2026-c5b4,2025-01-27,Bengaluru City,Indiranagar PS,12.96685,77.62539,Cyber Crime,Charge Sheeted
FIR-172/2026-fbb9,2025-03-26,Belagavi Dist,Khadebazar PS,15.86433,74.4915,Murder,Pending Trial
FIR-121/2026-1adf,2025-03-14,Belagavi Dist,Tilakwadi PS,15.8608,74.52291,Cheating,Under Investigation
FIR-842/2025-a3c2,2025-04-01,Tumakuru,Tumakuru Town PS,13.38909,77.10049,Murder,Pending Trial
FIR-248/2025-aca7,2025-03-17,Belagavi Dist,Khadebazar PS,15.80986,74.51173,Cyber Crime,Charge Sheeted
FIR-258/2026-6c4b,2025-04-25,Tumakuru,Kyathasandra PS,13.35794,77.11564,Assault,Pending Trial
FIR-614/2025-23f6,2025-02-26,Mysuru City,Kuvempunagar PS,12.3157,76.62822,Assault,Pending Trial
FIR-347/2026-513a,2025-06-05,Belagavi Dist,Khadebazar PS,15.80209,74.51421,Assault,Under Investigation
FIR-999/2025-f4d5,2025-04-02,Mysuru City,Devaraja PS,12.32482,76.59818,Cyber Crime,Charge Sheeted
FIR-314/2025-9a85,2025-12-06,Bengaluru City,Koramangala PS,12.95783,77.62609,Cheating,Charge Sheeted
FIR-592/2026-8bb2,2025-01-20,Mysuru City,Saraswathipuram PS,12.28176,76.67026,NDPS,Pending Trial
FIR-350/2026-4ae6,2025-12-15,Bengaluru City,Indiranagar PS,12.92641,77.59028,NDPS,Charge Sheeted
FIR-207/2025-e5d1,2025-05-24,Tumakuru,Kyathasandra PS,13.29319,77.1138,Theft,Under Investigation
FIR-475/2026-da20,2025-08-04,Mysuru City,Devaraja PS,12.30832,76.62962,Cheating,Under Investigation
FIR-444/2026-b716,2025-05-18,Hubballi Dharwad City,Dharwad Suburban PS,15.33031,75.09536,Assault,Under Investigation
FIR-212/2026-5a59,2025-08-18,Belagavi Dist,Khadebazar PS,15.89106,74.51955,Cheating,Charge Sheeted
FIR-217/2025-db13,2025-03-22,Belagavi Dist,Khadebazar PS,15.88754,74.45316,POCSO,Pending Trial
FIR-282/2025-9edd,2025-11-01,Mysuru City,Kuvempunagar PS,12.29867,76.68298,POCSO,Under Investigation
FIR-270/2026-d299,2025-08-24,Bengaluru City,Koramangala PS,13.00029,77.54974,NDPS,Under Investigation
FIR-330/2026-2c1a,2025-04-04,Tumakuru,Kyathasandra PS,13.30469,77.10056,NDPS,Charge Sheeted
FIR-481/2026-15ce,2025-07-16,Mysuru City,Devaraja PS,12.27486,76.63788,Robbery,Under Investigation
FIR-182/2025-057f,2025-06-14,Hubballi Dharwad City,Hubballi Town PS,15.37554,75.09421,Cheating,Charge Sheeted
FIR-663/2026-318d,2025-04-28,Tumakuru,Tumakuru Town PS,13.34981,77.12854,NDPS,Closed
FIR-260/2026-2515,2025-07-24,Belagavi Dist,Tilakwadi PS,15.8282,74.45573,Murder,Charge Sheeted
FIR-755/2026-4172,2025-09-26,Hubballi Dharwad City,Hubballi Town PS,15.36281,75.11528,Theft,Under Investigation
FIR-317/2026-7e90,2025-05-08,Mysuru City,Saraswathipuram PS,12.24983,76.61782,Assault,Pending Trial
FIR-581/2026-369e,2025-04-16,Tumakuru,Kyathasandra PS,13.3225,77.08322,Theft,Charge Sheeted
FIR-102/2025-9f4f,2025-11-30,Hubballi Dharwad City,Vidyanagar PS,15.38169,75.11772,Cyber Crime,Pending Trial
FIR-582/2025-392c,2025-10-18,Bengaluru City,Cubbon Park PS,12.97931,77.63082,Cyber Crime,Closed
FIR-539/2025-47fc,2025-05-31,Bengaluru City,Indiranagar PS,12.94181,77.63275,Murder,Under Investigation
FIR-661/2026-e32c,2025-04-11,Belagavi Dist,Belagavi Camp PS,15.88184,74.47327,Cheating,Under Investigation
FIR-215/2026-1ce8,2025-02-20,Tumakuru,Kyathasandra PS,13.29663,77.10883,Robbery,Charge Sheeted
FIR-724/2026-e98c,2025-11-27,Mysuru City,Kuvempunagar PS,12.26045,76.67304,Assault,Charge Sheeted
FIR-421/2026-5306,2025-02-22,Belagavi Dist,Belagavi Camp PS,15.83015,74.49132,Assault,Pending Trial
FIR-268/2026-4a36,2025-06-23,Tumakuru,Kyathasandra PS,13.37265,77.05918,Cheating,Under Investigation
FIR-210/2026-351d,2025-05-28,Belagavi Dist,Tilakwadi PS,15.87911,74.54034,NDPS,Under Investigation
FIR-100/2025-a89a,2025-04-14,Mysuru City,Kuvempunagar PS,12.26165,76.62064,NDPS,Pending Trial
FIR-877/2025-edab,2025-11-01,Belagavi Dist,Tilakwadi PS,15.89267,74.52451,POCSO,Pending Trial
FIR-102/2025-a913,2025-10-21,Tumakuru,Tumakuru Town PS,13.36088,77.07848,Cheating,Charge Sheeted
FIR-217/2025-e480,2025-04-29,Bengaluru City,Indiranagar PS,12.95948,77.56318,Cyber Crime,Pending Trial
FIR-762/2025-3fba,2025-08-22,Hubballi Dharwad City,Dharwad Suburban PS,15.37457,75.08113,Assault,Under Investigation
FIR-665/2026-8b21,2025-02-16,Bengaluru City,Koramangala PS,12.99489,77.55411,Robbery,Charge Sheeted
FIR-302/2026-319a,2025-06-23,Mysuru City,Devaraja PS,12.27187,76.63188,NDPS,Pending Trial
FIR-309/2026-22c8,2025-03-11,Hubballi Dharwad City,Hubballi Town PS,15.34658,75.11011,NDPS,Closed
FIR-976/2025-b299,2025-12-18,Hubballi Dharwad City,Vidyanagar PS,15.39387,75.1294,POCSO,Charge Sheeted
FIR-643/2025-25b8,2025-07-01,Belagavi Dist,Khadebazar PS,15.87769,74.4717,NDPS,Charge Sheeted
FIR-687/2026-95b1,2025-09-12,Bengaluru City,Indiranagar PS,12.96905,77.64046,Cheating,Under Investigation
FIR-112/2025-f649,2025-05-19,Belagavi Dist,Khadebazar PS,15.83254,74.50803,Murder,Under Investigation
FIR-945/2025-e74b,2025-05-22,Bengaluru City,Koramangala PS,12.93895,77.59684,POCSO,Pending Trial
FIR-282/2026-1a84,2025-09-27,Mysuru City,Devaraja PS,12.3448,76.6666,Robbery,Closed
FIR-521/2025-40e3,2025-05-03,Mysuru City,Kuvempunagar PS,12.28184,76.64369,Murder,Charge Sheeted
FIR-418/2026-5344,2025-01-30,Bengaluru City,Cubbon Park PS,12.96841,77.55507,Cyber Crime,Under Investigation
FIR-428/2025-1cec,2025-06-22,Hubballi Dharwad City,Vidyanagar PS,15.31574,75.11126,Murder,Charge Sheeted
FIR-102/2026-41d9,2025-06-02,Belagavi Dist,Khadebazar PS,15.8075,74.45989,Theft,Under Investigation
FIR-533/2025-114d,2025-10-20,Belagavi Dist,Belagavi Camp PS,15.85666,74.52131,Cyber Crime,Closed
FIR-919/2026-4b8a,2025-09-25,Mysuru City,Devaraja PS,12.32481,76.6031,Theft,Pending Trial
FIR-104/2026-b7ee,2025-12-05,Tumakuru,Kyathasandra PS,13.30599,77.05759,Assault,Pending Trial
FIR-438/2025-e420,2025-01-04,Hubballi Dharwad City,Vidyanagar PS,15.38797,75.16172,POCSO,Under Investigation
FIR-923/2025-dc5e,2025-03-30,Mysuru City,Kuvempunagar PS,12.33808,76.64703,POCSO,Under Investigation
FIR-676/2026-9680,2025-05-12,Belagavi Dist,Tilakwadi PS,15.83003,74.44953,Theft,Under Investigation
FIR-605/2026-f8ad,2025-02-08,Hubballi Dharwad City,Vidyanagar PS,15.35674,75.08051,Cheating,Pending Trial
FIR-610/2026-ea8e,2025-02-17,Tumakuru,Kyathasandra PS,13.34663,77.13828,Cyber Crime,Under Investigation
FIR-636/2025-6ce1,2025-02-05,Mysuru City,Devaraja PS,12.3363,76.66431,Theft,Pending Trial
FIR-490/2026-2a47,2025-11-12,Tumakuru,Kyathasandra PS,13.35056,77.10453,Theft,Charge Sheeted
FIR-549/2025-aa97,2025-07-23,Hubballi Dharwad City,Hubballi Town PS,15.37142,75.14532,Assault,Closed
FIR-388/2026-c371,2025-10-03,Tumakuru,Kyathasandra PS,13.38239,77.05787,Robbery,Pending Trial
FIR-784/2025-7ff3,2025-10-20,Bengaluru City,Malleswaram PS,12.95986,77.64154,Cyber Crime,Charge Sheeted
FIR-976/2025-656c,2025-09-22,Tumakuru,Kyathasandra PS,13.32633,77.12919,Assault,Under Investigation
FIR-587/2026-1a4c,2025-08-09,Tumakuru,Tumakuru Town PS,13.37875,77.14446,POCSO,Closed
FIR-371/2026-1687,2025-03-31,Hubballi Dharwad City,Hubballi Town PS,15.33377,75.07975,Theft,Under Investigation
FIR-327/2025-39db,2025-10-11,Tumakuru,Tumakuru Town PS,13.33318,77.14539,POCSO,Charge Sheeted
FIR-278/2025-c350,2025-10-24,Tumakuru,Tumakuru Town PS,13.36266,77.11861,POCSO,Closed
FIR-163/2026-eace,2025-03-12,Tumakuru,Kyathasandra PS,13.35441,77.05434,Theft,Charge Sheeted
FIR-147/2026-a5c4,2025-12-19,Tumakuru,Kyathasandra PS,13.34703,77.10648,POCSO,Under Investigation
FIR-301/2025-7eba,2025-06-01,Tumakuru,Kyathasandra PS,13.3234,77.06792,NDPS,Closed
FIR-340/2025-4196,2025-09-28,Tumakuru,Kyathasandra PS,13.36459,77.13646,NDPS,Under Investigation
FIR-917/2025-6412,2025-09-02,Mysuru City,Kuvempunagar PS,12.28423,76.66873,Cyber Crime,Closed
FIR-656/2026-7f5e,2025-11-01,Belagavi Dist,Belagavi Camp PS,15.8983,74.5194,Assault,Charge Sheeted
FIR-956/2025-f7e4,2025-08-20,Mysuru City,Kuvempunagar PS,12.26301,76.67849,Theft,Under Investigation
FIR-412/2026-6bd7,2025-07-17,Belagavi Dist,Tilakwadi PS,15.89236,74.4895,Cyber Crime,Charge Sheeted
FIR-963/2026-e006,2025-10-08,Bengaluru City,Indiranagar PS,13.01532,77.55348,Murder,Charge Sheeted
FIR-276/2026-dc76,2025-11-11,Belagavi Dist,Belagavi Camp PS,15.8973,74.49766,Robbery,Under Investigation
FIR-870/2025-08cb,2025-08-23,Belagavi Dist,Belagavi Camp PS,15.82922,74.52145,NDPS,Under Investigation
FIR-731/2025-1b98,2025-10-06,Tumakuru,Tumakuru Town PS,13.37445,77.12362,POCSO,Closed
FIR-368/2025-65e9,2025-09-22,Hubballi Dharwad City,Vidyanagar PS,15.38345,75.1624,Murder,Pending Trial
FIR-814/2025-0cbc,2025-09-05,Belagavi Dist,Khadebazar PS,15.89768,74.53431,NDPS,Under Investigation
FIR-543/2026-a24c,2025-11-10,Tumakuru,Kyathasandra PS,13.3753,77.11074,Cheating,Closed
FIR-641/2026-f213,2025-06-15,Belagavi Dist,Khadebazar PS,15.87626,74.49184,POCSO,Pending Trial
