FIR_Number,Crime_Head,Applicable_Law,Section,MO_Description
FIR-720/2026-a20d,Murder,BNS 2023,278,Poisoned during a family dispute at Tumakuru Town PS
FIR-981/2025-1683,NDPS,BNS 2023,382,Smuggling synthetic drugs in a hidden compartment near Indiranagar PS
FIR-406/2026-66a7,Robbery,BNS 2023,320,Broke into house and stole valuables in Khadebazar PS
FIR-422/2026-efdf,Cheating,BNS 2023,333,Sold fake property documents to victim in Saraswathipuram PS
FIR-122/2025-dac2,Assault,BNS 2023,159,Road rage incident leading to severe injuries near Kyathasandra PS
FIR-909/2026-d5a7,Murder,BNS 2023,327,Poisoned during a family dispute at Hubballi Town PS
FIR-872/2025-37fe,Murder,BNS 2023,182,Stabbed after a drunken brawl in Malleswaram PS
FIR-608/2026-cb8d,Murder,BNS 2023,212,Stabbed after a drunken brawl in Khadebazar PS
FIR-358/2025-1fff,Cyber Crime,BNS 2023,103,Tricked victim into sharing OTP over phone call
FIR-457/2026-0b41,Robbery,BNS 2023,281,Snatched gold chain while victim was walking near Kuvempunagar PS
FIR-523/2026-18ea,Murder,BNS 2023,227,Stabbed after a drunken brawl in Koramangala PS
FIR-809/2026-53a1,Assault,BNS 2023,114,Road rage incident leading to severe injuries near Kyathasandra PS
FIR-932/2026-27ac,Murder,BNS 2023,130,Poisoned during a family dispute at Belagavi Camp PS
FIR-683/2026-9eed,Murder,BNS 2023,361,Stabbed after a drunken brawl in Tumakuru Town PS
FIR-258/2025-c995,POCSO,BNS 2023,377,Groomed minor over social media
FIR-485/2026-b9ad,Theft,BNS 2023,235,Stole copper wires from a construction site in Tumakuru Town PS
FIR-485/2026-b39f,Cyber Crime,BNS 2023,204,Romance scam on dating app leading to crypto transfer
FIR-757/2026-ba84,Robbery,BNS 2023,320,Threatened with a knife and stole wallet at Tumakuru Town PS
FIR-676/2025-5fc9,Assault,BNS 2023,115,Road rage incident leading to severe injuries near Indiranagar PS
FIR-674/2026-2559,Theft,BNS 2023,296,Pickpocketed mobile phone at a crowded market in Tilakwadi PS
FIR-732/2025-e8c3,Theft,BNS 2023,207,Stole copper wires from a construction site in Khadebazar PS
FIR-964/2026-1c16,NDPS,BNS 2023,389,Smuggling synthetic drugs in a hidden compartment near Belagavi Camp PS
FIR-773/2025-ca2a,Robbery,BNS 2023,304,Threatened with a knife and stole wallet at Kyathasandra PS
FIR-351/2026-674a,Theft,BNS 2023,391,Stole parked two-wheeler from Saraswathipuram PS
FIR-263/2025-a4a4,Cheating,BNS 2023,380,Promised a job and took advance money in Kyathasandra PS
FIR-579/2025-b854,Theft,BNS 2023,122,Pickpocketed mobile phone at a crowded market in Saraswathipuram PS
FIR-201/2025-5e3f,Cheating,BNS 2023,129,Sold fake property documents to victim in Kuvempunagar PS
FIR-424/2026-7c71,Cheating,BNS 2023,375,Sold fake property documents to victim in Dharwad Suburban PS
FIR-812/2025-eb19,POCSO,BNS 2023,254,Assaulted minor on the way to school near Kyathasandra PS
FIR-658/2025-c766,Theft,BNS 2023,199,Stole copper wires from a construction site in Hubballi Town PS
FIR-384/2026-42b9,Murder,BNS 2023,170,Attacked with a sharp weapon at night near Devaraja PS
FIR-557/2026-0796,Murder,BNS 2023,388,Stabbed after a drunken brawl in Vidyanagar PS
FIR-301/2025-48c1,NDPS,BNS 2023,263,Found possessing cocaine at a rave party in Khadebazar PS
FIR-145/2026-286b,Murder,BNS 2023,217,Attacked with a sharp weapon at night near Hubballi Town PS
FIR-125/2026-1d77,NDPS,BNS 2023,294,Found possessing cocaine at a rave party in Kyathasandra PS
FIR-626/2025-d7e8,Assault,BNS 2023,278,Physical altercation over property dispute in Cubbon Park PS
FIR-206/2026-745c,Cheating,BNS 2023,377,Promised a job and took advance money in Malleswaram PS
FIR-899/2025-c759,POCSO,BNS 2023,275,Groomed minor over social media
FIR-393/2025-03a0,NDPS,BNS 2023,352,Smuggling synthetic drugs in a hidden compartment near Kuvempunagar PS
FIR-409/2026-9197,Cyber Crime,BNS 2023,275,Romance scam on dating app leading to crypto transfer
FIR-999/2025-ab89,Assault,BNS 2023,277,Road rage incident leading to severe injuries near Cubbon Park PS
FIR-660/2025-520f,Cyber Crime,BNS 2023,289,Tricked victim into sharing OTP over phone call
FIR-576/2026-1ab9,POCSO,BNS 2023,163,Harassed minor in the neighborhood of Malleswaram PS
FIR-919/2025-fee4,Theft,BNS 2023,327,Pickpocketed mobile phone at a crowded market in Khadebazar PS
FIR-503/2025-c7aa,Assault,BNS 2023,184,Group clash using sticks and stones in Tumakuru Town PS
FIR-931/2025-8453,Cheating,BNS 2023,394,Sold fake property documents to victim in Tilakwadi PS
FIR-354/2026-1a33,NDPS,BNS 2023,189,Smuggling synthetic drugs in a hidden compartment near Khadebazar PS
FIR-401/2026-d516,Assault,BNS 2023,185,Road rage incident leading to severe injuries near Khadebazar PS
FIR-409/2026-b298,Theft,BNS 2023,200,Stole parked two-wheeler from Kuvempunagar PS
FIR-252/2026-d663,Assault,BNS 2023,328,Group clash using sticks and stones in Devaraja PS
FIR-205/2025-a9b5,Assault,BNS 2023,142,Physical altercation over property dispute in Koramangala PS
FIR-577/2026-9b9e,Robbery,BNS 2023,253,Threatened with a knife and stole wallet at Khadebazar PS
FIR-873/2025-ce7f,Robbery,BNS 2023,144,Threatened with a knife and stole wallet at Kuvempunagar PS
FIR-215/2025-6fbe,Robbery,BNS 2023,115,Threatened with a knife and stole wallet at Vidyanagar PS
FIR-641/2025-347e,Murder,BNS 2023,334,Stabbed after a drunken brawl in Tumakuru Town PS
FIR-111/2026-73cf,Robbery,BNS 2023,307,Threatened with a knife and stole wallet at Tumakuru Town PS
FIR-577/2026-8835,Robbery,BNS 2023,400,Threatened with a knife and stole wallet at Tilakwadi PS
FIR-880/2025-1db6,Cheating,BNS 2023,371,Chit fund scam defrauding multiple investors in Devaraja PS
FIR-952/2026-098a,Robbery,BNS 2023,157,Threatened with a knife and stole wallet at Vidyanagar PS
FIR-407/2025-a651,NDPS,BNS 2023,384,Caught selling marijuana packets near college in Vidyanagar PS
FIR-356/2026-75ea,Cheating,BNS 2023,190,Promised a job and took advance money in Vidyanagar PS
FIR-535/2026-6110,Murder,BNS 2023,235,Poisoned during a family dispute at Tumakuru Town PS
FIR-319/2025-2a5c,Theft,BNS 2023,368,Pickpocketed mobile phone at a crowded market in Cubbon Park PS
FIR-889/2026-2a19,NDPS,BNS 2023,389,Smuggling synthetic drugs in a hidden compartment near Dharwad Suburban PS
FIR-394/2026-65b6,Cheating,BNS 2023,126,Promised a job and took advance money in Devaraja PS
FIR-847/2025-04d5,Cyber Crime,BNS 2023,377,Romance scam on dating app leading to crypto transfer
FIR-700/2025-3af0,Theft,BNS 2023,329,Stole parked two-wheeler from Dharwad Suburban PS
FIR-696/2025-8498,Assault,BNS 2023,103,Group clash using sticks and stones in Dharwad Suburban PS
FIR-915/2026-23a6,NDPS,BNS 2023,256,Found possessing cocaine at a rave party in Hubballi Town PS
FIR-637/2026-94d4,NDPS,BNS 2023,345,Smuggling synthetic drugs in a hidden compartment near Kuvempunagar PS
FIR-963/2026-da85,POCSO,BNS 2023,292,Groomed minor over social media
FIR-829/2026-a273,Cyber Crime,BNS 2023,362,Romance scam on dating app leading to crypto transfer
FIR-425/2026-90af,Cyber Crime,BNS 2023,180,Sent phishing link offering fake loan
FIR-358/2026-0290,POCSO,BNS 2023,213,Harassed minor in the neighborhood of Hubballi Town PS
FIR-654/2026-922d,Robbery,BNS 2023,218,Snatched gold chain while victim was walking near Malleswaram PS
FIR-337/2025-878f,Theft,BNS 2023,229,Stole copper wires from a construction site in Belagavi Camp PS
FIR-131/2025-fb49,NDPS,BNS 2023,281,Found possessing cocaine at a rave party in Khadebazar PS
FIR-913/2026-27f2,Robbery,BNS 2023,110,Threatened with a knife and stole wallet at Tilakwadi PS
FIR-499/2026-f97d,NDPS,BNS 2023,144,Smuggling synthetic drugs in a hidden compartment near Tumakuru Town PS
FIR-458/2025-3619,Robbery,BNS 2023,336,Threatened with a knife and stole wallet at Kyathasandra PS
FIR-771/2025-10af,Cheating,BNS 2023,153,Sold fake property documents to victim in Indiranagar PS
FIR-528/2026-4758,Murder,BNS 2023,365,Stabbed after a drunken brawl in Tilakwadi PS
FIR-428/2025-9b42,Murder,BNS 2023,146,Poisoned during a family dispute at Tilakwadi PS
FIR-946/2025-888e,Murder,BNS 2023,191,Poisoned during a family dispute at Dharwad Suburban PS
FIR-477/2025-100e,NDPS,BNS 2023,185,Caught selling marijuana packets near college in Devaraja PS
FIR-611/2026-1b75,NDPS,BNS 2023,322,Caught selling marijuana packets near college in Tilakwadi PS
FIR-821/2026-24b0,Cheating,BNS 2023,192,Promised a job and took advance money in Saraswathipuram PS
FIR-892/2025-f033,Assault,BNS 2023,205,Group clash using sticks and stones in Hubballi Town PS
FIR-550/2026-f94d,Theft,BNS 2023,143,Stole copper wires from a construction site in Indiranagar PS
FIR-369/2026-e232,Theft,BNS 2023,134,Stole parked two-wheeler from Vidyanagar PS
FIR-557/2026-3cea,Murder,BNS 2023,199,Poisoned during a family dispute at Saraswathipuram PS
FIR-430/2025-fb33,Cheating,BNS 2023,142,Promised a job and took advance money in Dharwad Suburban PS
