Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
676,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಬಚಾವತ್ ತೀರ್ಪಿನನ್ವಯ ರಾಜ್ಯದಲ್ಲಿ ನೀರಿನ ಬಳಕೆ,Water use in the state as per the Bhachavat judgment,ಡಾ.ಗುರುಪಾದಪ್ಪ ನಾಗಮಾರಪಳ್ಳಿ,Dr. Gurupappa Nagamarapally
677,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೆರೆಗಳಲ್ಲ್ಲಿ ಹೂಳೆತ್ತುವುದು,Flooding in lakes,ಡಾ. ಉಮೇಶ್ ಜಿ ಜಾಧವ್ ,Dr. Umesh G Jadhav
678,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಸಮರ್ಪಕ ಪುನರ‍್ವಸತಿ ಕಲ್ಪಿಸುವುದು,Imagine proper rehabilitation,ಡಾ. ಉಮೇಶ್ ಜಿ ಜಾಧವ್ ,Dr. Umesh G Jadhav
679,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಯೋಜನೆ ಮತ್ತು ಯೋಜನೇತ್ತರ ಅನುದಾನ,Project and Planning Grants,ಮಾಲಕರೆಡ್ಡಿ ಎ.ಬಿ ಡಾ,Malarreddy AB Dr.
680,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಆರ್ ಐ ಡಿ ಎಫ್ ಯೋಜನೆಯಡಿ ಬಿಡುಗಡೆ ಮಾಡಲಾದ ಅನುದಾನ ,Grants released under RIDF plan,ಡಾ. ಶಿವರಾಜ್ ಪಾಟೀಲ ಎಸ್ ,Dr. Shivaraj Patil S.
681,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ತಡೆಗೋಡೆ ನಿರ್ಮಿಸುವುದು,Building a barrier,ಕೋನರೆಡ್ಡಿ ಎನ್ ಎಚ್,Konareddy N H.
682,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕಳಸಾ ಬಂಡೂರಿ ನಾಲಾ ಜೋಡಣೆಯ ಕಾಮಗಾರಿ,Kalsa Bunduri is a building work,ಕೋನರೆಡ್ಡಿ ಎನ್ ಎಚ್,Konareddy N H.
683,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ವಿವಧ ಯೊಜನರಗಳಿಗೆ ಮಂಜೂರಾಗಿರುವ ಅನುದಾನ,Grants granted to the Yojana,ಕೃಷ್ಣಾರೆಡ್ಡಿ ಎಂ ,Krishnaredhend M.
684,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ವಿವಿಧ ಯೋಜನೆಯಡಿ ಕೈಗೊಂಡ ಕಾಮಗಾರಿಗಳು,Works taken under various schemes,ಐಹೋಳೆ ಡಿ ಮಹಾಲಿಂಗಪ್ಪ,Ihole de Mahalingappa
685,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೊಳವೆಬಾವಿಗಳಿಗೆ ಸೋಲಾರ್ ವಿದ್ಯುತ್ ಬಳಕೆ ಮಾಡುವುದು,Solar power consumption for pipes,ರೇವಣ್ಣ ಹೆಚ್ ಡಿ,Revanna H.D.
686,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಭದ್ರಾ ಮೇಲ್ದಂಡೆ ಯೋಜನೆ,Bhadra Upstairs Project,ರೇವಣ್ಣ ಹೆಚ್ ಡಿ,Revanna H.D.
687,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೃಷ್ಣಾಮೇಲ್ದಂಡೆ ೩ನೇ ಹಂತದ ಯೋಜನೆ,Krishnamaldunde 3rd Level Plan,ರೇವಣ್ಣ ಹೆಚ್ ಡಿ,Revanna H.D.
688,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಆಯವಯದಲ್ಲಿ ನೀಡಿದ ಅನುದಾನ ,Assignment under the Act,ರಾಘವೇಂದ್ರ ಬಿ ವೈ,Raghavendra B. Y.
689,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಆಯವಯದಲ್ಲಿ ನೀಡಿದ ಅನುಧಾನ ಹಾಗು ಯೋಜನೆಗಳು,Subsidized and schemes provided by the company,ರಾಘವೇಂದ್ರ ಬಿ ವೈ,Raghavendra B. Y.
690,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಭದ್ರಾ ಮೇಲ್ದಂಡೆ ಯೋಜನೆಯಡಿ ನೀರು ಹಂಚಿಕೆ,Distribution of water under the Bhadra Upstairs Scheme,ರಾಜೇಶ್ ಎಚ್ ಪಿ,Rajesh H. P.
691,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ವಿಶೇಷ ಘಟಕ ಯೋಜನೆ ಮತ್ತು ಗಿರಿಜನ ಉಪಯೋಜನೆ,Special Unit Plan and Growth Subdivision,ರುದಶಗೌಡ ವೈ ಎನ್ ,Rudashgowda y n
692,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಶಾಶ್ವತ ಕುಡಿಯುವ ನೀರಿನ ಯೋಜನೆ ,Permanent drinking water scheme,ರುದಶಗೌಡ ವೈ ಎನ್ ,Rudashgowda y n
693,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಗರ್ಭಗುಡಿ ಏತ ನೀರಾವರಿ ಯೋಜನೆ,Sanctuary irrigation scheme,ರವೇಂದ್ರ ಎಂ ಪಿ,Ravindra M.P.
694,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೆರೆಗಳ ದುರಸ್ತಿ,Lakes Repair,ರವಿ ಸಿ ಟಿ ,Ravi c
695,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಸಣ್ಣ ನೀರಾವರಿ ಕೆರೆಗಳು,Small irrigation lakes,ಜೊಲ್ಲೆ ಶಶಿಕಲಾ ಅಣ್ಣಾಸಾಹೇಬ್,Joel Shashikala Annasaheb
696,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ವೇದಗಂಗಾ ನದಿಗೆ ಬ್ರಿಡ್ಜ್- ಕಂ- ಬಾಂದಾರ ನಿರ್ಮಾಣ,Bridge-cum-Bandara is built to the river Vedaganga,ಜೊಲ್ಲೆ ಶಶಿಕಲಾ ಅಣ್ಣಾಸಾಹೇಬ್,Joel Shashikala Annasaheb
697,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಬ್ಯಾರೆಜ್ ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ,Development of Barrez Lakes,ಅರವಿಂದ ಚಂದ್ರಕಾಂತ ಬೆಲ್ಲದ,Aravind Chandrakanta Betta
698,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಎಸ್ಸಿಪಿ/ಎಸ್ಟಿಪಿ ಯೋಜನೆ,SCP / STP scheme,ಅಶೋಕ್ ಖೇಣಿ,Ashok Kheni
699,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ,Development of lakes,ಅಪಜಿ @ ಚೆನ್ನಬಸವರಾಜ್ ಶಂಕರರಾವ್ ನಾಡಗೌಡ,Aphipji @ Chennabaswaraj Shankarrao Nadgowda
700,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕಾಲುವೆ ರಿಪೇರಿ ಹಾಗು ನೀರು ಹಂಚುವಿಕೆಯ ವಿವರ,Canal Repair and Water Supply Details,ಯಾವಗಲ್ ಬಿ ಆರ್,Vagal B. R.
701,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಏತ ನೀರಾವರಿ ಯೋಜನೆಗಳು,Where irrigation projects are,ಯಾವಗಲ್ ಬಿ ಆರ್,Vagal B. R.
702,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಮಲಪ್ರಭಾ ನಿರಾವರಿ ಯೋಜನೆ ಕಾಲುವೆಗಳ ದುಸ್ಥಿತಿ,Malaprabha infiltration project canal,ಯಾವಗಲ್ ಬಿ ಆರ್,Vagal B. R.
703,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಮಹದಾಯಿ ನದಿ ನೀರು ಹಂಚಿಕೆ,Distributing water to the river Mahadevi,ಯಾವಗಲ್ ಬಿ ಆರ್,Vagal B. R.
704,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ನೀರಾವರಿ ನೀತಿ ಹಾಗು ಯೋಜನೆಗಳ ವಿವಿರ,Irrigation Policy and Projects,ಯಾವಗಲ್ ಬಿ ಆರ್,Vagal B. R.
705,09/02/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಭೀಮಾ ನದಿಗೆ ಅಡ್ಡಲಾಗಿ ಸೇತುವೆ ನಿರ್ಮಿಸುವುದು,Building a bridge across the Bhima river,ಯಶವಂತರಾಯಗೌಡ ವಿಠ್ಠಲಗೌಡ ಪಾಟೀಲ್,Yashwantra Gowda Vitthal Gowda Patil
706,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಐಟಿಐ ಕಾಲೇಜು ಮಂಜೂರಾತಿ,ITI College Approval,ತಿಪ್ಪೇಸ್ವಾಮಿ ಎಸ್,Thippeswamy S.
707,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಎಸ್ ಸಿ ವಿ ಟಿ ಯಲ್ಲಿ ನಡೆದ ಅಕ್ರಮ ಹಾಗು ಹಣ ದುರುಪಯೋಗ,Illegal and financial misuse in SCVT,ತನ್ವೀರ್ ಸೇಠ್,Tanvir Seth
708,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಎ ಟಿ ಎಸ್ ಪ್ರಾಯೋಗಿಕ ಪರೀಕ್ಷೆಯಲ್ಲಿ ನಡೆದಿರುವ ಅಕ್ರಮ,Illegal in ATS trial exam,ತನ್ವೀರ್ ಸೇಠ್,Tanvir Seth
709,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಎಂ ವಿ ಎಸ್ ಯೋಜನೆ ಅನುಷ್ಠಾನ,Implementation of MVS Scheme,ತನ್ವೀರ್ ಸೇಠ್,Tanvir Seth
710,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಲೋಕಯುಕ್ತ ಪ್ರಕರಣದಲ್ಲೆ ಭಾಗಿಯಾದವರಿಗೆ ಜಂಟಿ ನಿರ್ದೇಶಕರರಾಗಿ ಮುಂಬಡ್ತಿ ನೀಡಿರುವುದು,"In the Lokayukta case, those who have been involved in the Lokayukta have been promoted as joint directors",ತನ್ವೀರ್ ಸೇಠ್,Tanvir Seth
711,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ ಯೋಜನೆಗಳು,Labor Welfare Projects,ಗೋಪಾಲಯ್ಯ. ಕೆ,Gopalaiah. K.
712,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಗಾರ್ಮೆಂಟ್ಸ್ ಮಹಿಳೆಯರಿಗೆ ಪ್ರತ್ಯೇಕ ಬಸ್ಸು ಒದಗಿಸುವುದು,Garments provide separate bus for women,ಗೋಪಾಲಯ್ಯ. ಕೆ,Gopalaiah. K.
713,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕೌಶಲ್ಯ ತರಬೇತಿ ಕಾರ್ಯಕ್ರಮ,Skill Training Program,ಗೋಪಾಲಯ್ಯ. ಕೆ,Gopalaiah. K.
714,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಐಟಿಐ ಕಾಲೇಜು ಮಂಜೂರು ಮಾಡುವುದು,Allotment to ITI College,ಕೃಷ್ಣಾರೆಡ್ಡಿ ಎಂ ,Krishnaredhend M.
715,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಟ್ಟಡ ಕಾರ್ಮಿಕರುಗಳ ಮಕ್ಕಳಿಗಾಗಿ ವಿಶೇಷ ಶೈಕ್ಷಣಿಕ ಯೋಜನೆಗಳು,Special educational projects for children of building workers,ಹ್ಯಾರಿಸ್ ಎನ್ ಎ ,Harris N. A.
716,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ ನಿಧಿ,Labor Welfare Fund,ಹ್ಯಾರಿಸ್ ಎನ್ ಎ ,Harris N. A.
717,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಖಾಸಗಿ ಕಾರ್ಖಾನೆಗಳಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿರುವ ಕಾರ್ಮಿಕರ ಶೋಷಣೆ,Exploitation of workers working in private factories,ನಾಗರಾಜ್ ಎಂ.ಟಿ.ಬಿ,Nagaraj MTB
718,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಚಳ್ಳಕೆರೆ ಕ್ಷೇತ್ರದಲ್ಲಿರುವ ಕಾರ್ಮಿಕರಿಗೆ ನೀಡಿರುವ ಸೌಕರ್ಯ ಮತ್ತು ಪುನರ್ವಸತಿ,Facilities and rehabilitation provided to workers in Chalakere,ರಘುಮೂರ್ತಿ ಟಿ,Raghumurthy T.
719,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಸರ್ಕಾರಿ ಕೈಗಾರಿಕಾ ಕೇಂದ್ರ ಸ್ಥಾಪನೆ,Establishment of Government Industrial Center,ರುದಶಗೌಡ ವೈ ಎನ್ ,Rudashgowda y n
720,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕೈಗಾರಿಕಾ ತರಬೇತಿ ಸಂಸ್ಥೆ ಮಂಜೂರು,Industrial Training Institute sanctioned,ರುದಶಗೌಡ ವೈ ಎನ್ ,Rudashgowda y n
721,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ ಮಂಡಳಿಗಳು,Labor Welfare Boards,ರವಿ ಸುಬ್ರಹ್ಮಣ್ಯ ಎಲ್.ಎ,Ravi Subramanya L.A.
722,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಟ್ಟಡ ಕಾರ್ಮಿಕರ ಮಕ್ಕಳಿಗಾಗಿ ಕೌಶಲ್ಯ ತರಬೇತಿ ಕೇಂದ್ರಗಳು,Skill Training Centers for Building Workers Children,ಜೊಲ್ಲೆ ಶಶಿಕಲಾ ಅಣ್ಣಾಸಾಹೇಬ್,Joel Shashikala Annasaheb
723,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕೌಶಲ್ಯ ತರಬೇತಿ ಕೇಂದ್ರಗಳ ಮಂಜೂರಾತಿ,Approval of Skill Training Centers,ಯಶವಂತರಾಯಗೌಡ ವಿಠ್ಠಲಗೌಡ ಪಾಟೀಲ್,Yashwantra Gowda Vitthal Gowda Patil
724,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಸರ್ಕಾರಿ ಮತ್ತು ಖಾಸಗಿ ಕೈಗಾರಿಕಾ ತರಬೇತಿ ಕೇಂದ್ರಗಳು,Government and Private Industrial Training Centers,ಮಾನಪ್ಪ ಡಿ ವಜ್ಜಲ್ ,Manappa de Vazzal
725,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಹೊಸದಾಗಿ ಐ ಟಿ ಐ ಕಾಲೇಜುಗಳನ್ನು ಪ್ರಾರಂಭಿಸುವುದು,Starting new ITI colleges,ಶಿವಲಿಂಗೇಗೌಡ ಕೆ ಎಂ,Shivalinge Gowda KM
726,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಐಟಿಐ ಕಾಲೇಜು ಮಂಜೂರತಿ,ITI College Manjurati,ನರೇಂದ್ರ ಆರ್,Narendra R.
727,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಕಾರ್ಮಿಕ ಭವನ ಮಂಜೂರು ಮಾಡುವುದು,Sanction of labor hall,ಸುಬ್ಬಾರೆಡ್ಡಿ ಎಸ್ ಎನ್ ,Subburdy SN
728,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಇ ಎಸ ಐ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳು,Vacancies in the ESI Hospital,ಲೋಬೋ ಜೆ ಆರ್ ,Lobo j r
729,09/02/2015,ಕಾರ್ಮಿಕ,Labour,ಐ ಟಿ ಐ ಕಾಲೇಜು ಪ್ರಾರಂಭಿಸುವುದು,Establishment of ITI College,ಬಾಲಕೃಷ್ಣ ಸಿ ಎನ್ ,Balakrishna CNN
730,09/02/2015,ಕಾರ್ಮಿಕ ,Labour,ಇ ಎಸ ಐ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ,Treatment at ESI Eye Hospital,ಅನಿಲ್ ಲಾಡ್,Anil Lad
731,09/02/2015,ಕಂದಾಯ,Revenue,ಹೊಸ ತಾಲ್ಲೂಕುಗಳನ್ನು ಘೋಷಣೆ ಮಾಡುವುದು,Declaration of new taluks,ಡೊಡ್ಡನಗೌಡ ಹನುಮಗೌಡ ಪಾಟೀಲ್,Doddanagowda Hanumagowda Patil
732,09/02/2015,ಕಂದಾಯ,Revenue,ಮಿನಿ ವಿಧಾಣ ಸೌಧ ನಿರ್ಮಾಣ,Construction of mini-sophistication,ತಿಪ್ಪೇಸ್ವಾಮಿ ಎಸ್,Thippeswamy S.
733,09/02/2015,ಕಂದಾಯ,Revenue,ಕಂದಾಯ ಅಂಚೆ ಚೀಟಿ ಪುನರಾರಂಭ,Revenue Stamp Receipt,ಗೋಪಾಲಯ್ಯ. ಕೆ,Gopalaiah. K.
734,09/02/2015,ಕಂದಾಯ,Revenue,೧೧ಂ ರೆವೆನ್ಯೂ ನಕ್ಷೆ,11th Rev. Map,ಗೋಪಾಲ ಪೂಜಾರಿ ಕೆ,Gopal Poojary K.
735,09/02/2015,ಕಂದಾಯ,Revenue,ತಾಂಡಾಗಳನ್ನು ಕಂದಾಯ Uಮಗಳಾಗಿ ಪರಿವರ್ತಿಸುವುದು,Converting tandas to Revenue U children,ಗುರುಪಾದಗೌಡ ಸಂಗನಗೌಡ ಪಾಟೀಲ,Gurupad Dowda Sanganagowda Patil
736,09/02/2015,ಕಂದಾಯ,Revenue,ಸರ್ಕಾರಿ ಜಾಗದ ಅಕ್ರಮ ಒತುವರಿ,Illegal landlord of government space,ಡಾ.ಗುರುಪಾದಪ್ಪ ನಾಗಮಾರಪಳ್ಳಿ,Dr. Gurupappa Nagamarapally
737,09/02/2015,ಕಂದಾಯ,Revenue,ಅತಿವೃಷ್ಠಿಯಿಂದ ಹಾನಿಯಾದ ಬೆಳೆಗೆ ಪರಿಹಾರ ,Solution to the damaged crop,ಡಾ. ಉಮೇಶ್ ಜಿ ಜಾಧವ್ ,Dr. Umesh G Jadhav
738,09/02/2015,ಕಂದಾಯ,Revenue,ಅತಿವೃಷ್ಠಿಯಿಂದ ಹಾನಿಯಾದ ಪಲಾನುಭವಿಗಳಿಗೆ ಪರಿಹಾರ ಬಿಡುಗಡೆಗೊಳಿಸುವುದು ,Delivering compensation to the affected beneficiaries,ಡಾ. ಉಮೇಶ್ ಜಿ ಜಾಧವ್ ,Dr. Umesh G Jadhav
739,09/02/2015,ಕಂದಾಯ,Revenue,ತಿಪ್ಪಗೊಂಡನಹಳ್ಳಿ ಗೋಮಾಳದ ವಿವರ,Profile of Thippagondanahalli Grove,ಡಾ.ಕೆ.ಶ್ರೀನಿವಾಸ್ ಮೂರ್ತಿ,Dr. K. Srinivas Murthy
740,09/02/2015,ಕಂದಾಯ,Revenue,ಬರಗಾಲ ಹಾಗು ತುರ್ತು ವಿಕೋಪ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿನ ಸಮಸ್ಯೆಗಳು,Problems with famine and emergency disaster,ಡಾ. ಶಿವರಾಜ್ ಪಾಟೀಲ ಎಸ್ ,Dr. Shivaraj Patil S.
741,09/02/2015,ಕಂದಾಯ,Revenue,ತಲ್ಲೂಕು ಕಛೇರಿಗಳಲ್ಲಿ ಪಡಸಾಲೆ ನಿರ್ಮಾಣ,Construction of parades in Taluk Offices,ಡಾ. ಶಿವರಾಜ್ ಪಾಟೀಲ ಎಸ್ ,Dr. Shivaraj Patil S.
742,09/02/2015,ಕಂದಾಯ,Revenue,ಅತಿವೃಷ್ಠಿಯಿಂದ ಈರುಳ್ಳಿ ಬೆಳೆಗೆ ಪರಿಹಾರ ನೀಡುವುದು,To provide relief to onion crops from high end,ಕೋನರೆಡ್ಡಿ ಎನ್ ಎಚ್,Konareddy N H.
743,09/02/2015,ಕಂದಾಯ,Revenue,ಕಂದಾಯ ಅಧಾಲತ್,Revenue Adalat,ಕೃಷ್ಣಾರೆಡ್ಡಿ ಎಂ ,Krishnaredhend M.
744,09/02/2015,ಕಂದಾಯ,Revenue,ಸಕರಿ ಜಮೀನು,Sakari Land,ಕೃಷ್ಣಾರೆಡ್ಡಿ ಎಂ ,Krishnaredhend M.
745,09/02/2015,ಕಂದಾಯ,Revenue,ಸಕರಿ ಜಜಾಗ ಒತ್ತುವರಿ,Enclosure,ಕ್ಯಾತಸಂದ್ರ ಎನ್ ರಾಜಣ್ಣ,Kathasandra N Rajanna
746,09/02/2015,ಕಂದಾಯ,Revenue,ಬUರ್ ಹುಕುಂ ಸಾಗುವಳಿ ಮಾಡುತ್ತಿರುವುದು,Being cultivated,ಕ್ಯಾತಸಂದ್ರ ಎನ್ ರಾಜಣ್ಣ,Kathasandra N Rajanna
747,09/02/2015,ಕಂದಾಯ,Revenue,ಜಾತಿ ಆದಾಯ ಪ್ರಮಾಣಪತ್ರದ ನೀಡಿಕೆಯಲ್ಲಿ ಸುಧಾರಣೆಗಳು,Improvements in issuance of caste income certificate,ಹ್ಯಾರಿಸ್ ಎನ್ ಎ ,Harris N. A.
748,09/02/2015,ಕಂದಾಯ,Revenue,ಅಟಲ್ ಜೀ ಸೇವಾ ಕೇಂದ್ರ ಸ್ಥಾಪನೆ ,Establishment of Atal Zee Service Center,ಐಹೋಳೆ ಡಿ ಮಹಾಲಿಂಗಪ್ಪ,Ihole de Mahalingappa
749,09/02/2015,ಕಂದಾಯ,Revenue,ತಹಶೀಲ್ದಾರ್ ಕಛೇರಿಯಲ್ಲಿ ಖಾಲಿಇರುವ ಹುದ್ದೆಗಳ ಭರ್ತಿ,Filled vacancies in the Tahsildar office,ಐಹೋಳೆ ಡಿ ಮಹಾಲಿಂಗಪ್ಪ,Ihole de Mahalingappa
750,09/02/2015,ಕಂದಾಯ,Revenue,ಸರ್ಕಾರಿ ಗೋಮಾಳ ಜಮೀನು,Government Gourmet Land,ನಾಗರಾಜ್ ಎಂ.ಟಿ.ಬಿ,Nagaraj MTB
751,09/02/2015,ಕಂದಾಯ,Revenue,ಸರ್ಕಾರಿ ಜಮೀನಿನ ಮಂಜೂರತಿ,Government land acquisition,ನಾಗರಾಜ್ ಎಂ.ಟಿ.ಬಿ,Nagaraj MTB
752,09/02/2015,ಕಂದಾಯ,Revenue,ಸಾಮಾಜಿಕ ಭದ್ರತೆಯ ಗೌರವಧನ,The honor of social security,ರಾಘವೇಂದ್ರ ಬಿ ವೈ,Raghavendra B. Y.
753,09/02/2015,ಕಂದಾಯ,Revenue,ರುದ್ರ ಬೂಮಿಯ ಅಕ್ರಮ ಒತ್ತುವರಿ,Illegal encroachment of Rudra Boomi,ರಾಜೀವ್ ಪಿ,Rajiv P.
754,09/02/2015,ಕಂದಾಯ,Revenue,ಖಾತ ಬದಲಾವಣೆ ಮಾಡುವುದು,Make a change,ರಾಜೀವ್ ಪಿ,Rajiv P.
755,09/02/2015,ಕಂದಾಯ,Revenue,ಆರ್ ಟಿ ಸಿ ಸ್ಕೆಚ್ ನೀಡುವುದು,RTC Sketch,ರಮೇಶ್ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ ಬಿ,Ramesh budded gowda a b
756,09/02/2015,ಕಂದಾಯ,Revenue,ಪಹಣಿ ಒಂದುಗೂಡಿಸುವುದು,Combining the cavity,ರಮೇಶ್ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ ಬಿ,Ramesh budded gowda a b
757,09/02/2015,ಕಂದಾಯ,Revenue,ಪಡಸಾಲೆ ಯೋಜನೆ ಅನುಷ್ಠಾನ ,The implementation of the parade project,ರವಿ ಸುಬ್ರಹ್ಮಣ್ಯ ಎಲ್.ಎ,Ravi Subramanya L.A.
758,09/02/2015,ಕಂದಾಯ,Revenue,ಬರ ಪರಿಹಾರ ,Drought relief,ರವಿ ಸಿ ಟಿ ,Ravi c
759,09/02/2015,ಕಂದಾಯ,Revenue,ಒತ್ತುವರಿಯಾಗಿರುವುದು,Being pressurized,ರವಿ ಸಿ ಟಿ ,Ravi c
760,09/02/2015,ಕಂದಾಯ,Revenue,ನೈಸರ್ಗಿಕ ವಿಪತ್ತು,Natural disaster,ರವಿ ಸಿ ಟಿ ,Ravi c
761,09/02/2015,ಕಂದಾಯ,Revenue,ಜಿ ಪಿ ಎ ಹಾಗು ಕರಾರು ಪತ್ರಗಳು,GPA and Contract Letters,ಅಖಂಡ ಶ್ರೀನಿವಾಸಮೂರ್ತಿ ಆರ್,Akhand Srinivas Murthy R.
762,09/02/2015,ಕಂದಾಯ,Revenue,ಹೊಸ ತಾಲ್ಲೂಕುಗಳ ಮರು ವಿಂಗಡಣೆ,Re-assortment of new taluks,ಅರವಿಂದ ಚಂದ್ರಕಾಂತ ಬೆಲ್ಲದ,Aravind Chandrakanta Betta
763,09/02/2015,ಕಂದಾಯ,Revenue,ಗೋಮಾಳದ ವಿಸ್ತೇರ್ಣದ ವಿವರ,Expansion of pasture,ಅಂಗಾರ ಎಸ್,Angle S.
764,09/02/2015,ಕಂದಾಯ,Revenue,ಇತ್ತುವರಿ ಜಮೀನು,Land of land,ಅಶೋಕ್ ಖೇಣಿ,Ashok Kheni
765,09/02/2015,ಕಂದಾಯ,Revenue,ಪೋಡಿ ಪ್ರಕರಣ,Cody case,ಅಪ್ಪಚ್ಚು ರಂಜನ್ ಎಂ ಪಿ,Appachan Ranjan M.P.
766,09/02/2015,ಕಂದಾಯ,Revenue,ಕಂದಾಯ Uಮಗಲನ್ನಾಗಿ ಘೋಷಣೆ ಮಾಡುವುದು,Release as Revenue U Son,ಅಪ್ಪಚ್ಚು ರಂಜನ್ ಎಂ ಪಿ,Appachan Ranjan M.P.
767,09/02/2015,ಕಂದಾಯ,Revenue,ಆನ ಹಾವಳಿ ತಡೆಗಟ್ಟುವುದು,Prevention,ಚಿಕಮಾದು ಎಸ್,Chakma S.
768,09/02/2015,ಕಂದಾಯ,Revenue,ಕಂದಾಯ ಭೂಮಿ ವರ್ಗಾವಣೆ,Revenue Land Transfer,ಚಿಕಮಾದು ಎಸ್,Chakma S.
769,09/02/2015,ಕಂದಾಯ,Revenue,ಗೋಮಾಳದ ಜಮೀನುಗಳು,Land of pasture,ಚಿಕಮಾದು ಎಸ್,Chakma S.
770,09/02/2015,ಕಂದಾಯ,Revenue,ರೆವೆನ್ಯೂ ಸ್ಟ್ಯಾಂಪ್ನ ಮಾನ್ಯತೆ,Revenue Stamp Approval,ಯಶವಂತರಾಯಗೌಡ ವಿಠ್ಠಲಗೌಡ ಪಾಟೀಲ್,Yashwantra Gowda Vitthal Gowda Patil
771,09/02/2015,ಕಂದಾಯ,Revenue,ಫ್ರಾಂಕಿಂಗ್ ಸೇವೆಯ ವಿವರ,The description of the frank service,ಯಶವಂತರಾಯಗೌಡ ವಿಠ್ಠಲಗೌಡ ಪಾಟೀಲ್,Yashwantra Gowda Vitthal Gowda Patil
