Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
1505,25/11/2016,ಸಣ್ಣ ಕೈಗಾರಿಕಾ,Small industrial,ಕಲಬುರಗಿ ಹಾಗೂ ಯಾದಗಿರಿ ಜಿಲ್ಲೆಗಳಲ್ಲಿರುವ ಕೈಗಾರಿಕಾ ವಸಹಾತು ಕೇಂದ್ರಗಳ ಬಗ್ಗೆ,About Industrial Cabins in Artillery and Yadgir Districts,ಪಾಟೀಲ್ .ಬಿ.ಜಿ,Patil B G
1506,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಕೇಂದ್ರೀಯ ವಿಶ್ವವಿದ್ಯಾಲಯಕ್ಕೆ ಸಮರ್ಪಕ ನೀರನ್ನು ಒದಗಿಸುವ ಬಗ್ಗೆ,About providing adequate water to the central university,ಶಾಣಪ್ಪ .ಕೆ.ಬಿ,Shaanappa K B
1507,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್ ಸಚಿವರು,Rural Development and Panchayat Raj ministers,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
1508,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಅಂಬೇಡ್ಕರ್ ಸ್ಕೂಲ್ ಆಫ್ ಎಕನಾಮಿಕ್ಸ್ ಕೇಂದ್ರ ಪ್ರಾರಂಭಿಸುವ ಬಗ್ಗೆ,About launching Ambedkar School of Economics Center,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
1509,25/11/2016,ವಸತಿ,Housing,ವಸತಿ ಯೋಜನೆ ಅಡಿಯಲ್ಲಿ ಹಂಚಿಕೆ ಮಾಡಲಾದ ಮನೆಗಳ ಬಗ್ಗೆ,About homes allocated under the housing scheme,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
1510,25/11/2016,ವಸತಿ,Housing,ವಸತಿ ಯೋಜನೆ ಅಡಿಯಲ್ಲಿ ನಿವೇಶನ ಹಂಚಿಕೆ ಕುರಿತು,About sharing of land under the housing scheme,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
1511,25/11/2016,ಕೈಗಾರಿಕೆ,Industry,ಪರಿಶಿ? ಜಾತಿ/ಪರಿಶಿ? ಪಂಗಡಗಳಿಗೆ ಕರ್ನಾಟಕ ಕೈಗಾರಿಕಾ ಪ್ರದೇಶಾಭಿವೃದ್ಧಿ ಮಂಡಳಿ ವತಿಯಿಂದ ಜಮೀನು ಮಂಜೂರಾತಿ ಬಗ್ಗೆ,The survey? Caste / Survey? Land Acquisition by the Karnataka Industrial Area Development Board for the Committees,ವೀರಯ್ಯ .ಡಿ.ಎಸ್,Veerayya D S
1512,25/11/2016,ಸಣ್ಣ ಕೈಗಾರಿಕೆ,Small industry,ಹೈದರಾಬಾದ್-ಕರ್ನಾಟಕ ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಸಣ್ಣ ಕೈಗಾರಿಕೆಗಳ ಬಗೆ,The type of small industries in the Hyderabad-Karnataka districts,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
1513,25/11/2016,ವಸತಿ,Housing,ಬೀದರ್ ಜಿಲ್ಲೆಯಲ್ಲಿ ಆಶ್ರಯ ಯೋಜನೆ ಮನೆಗಳ ಬಗ್ಗೆ,About shelter planning homes in Bidar district,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
1514,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಿಕ್ಷಣ,Primary and secondary education,ಹೈದರಾಬಾದ್ - ಕರ್ನಾಟಕದ ಶಾಲೆಗಳ ಬಗ್ಗೆ,About Hyderabad - Karnataka Schools,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
1515,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ನಿರ್ಮಲ ಭಾರತ ಅಭಿಯಾನ ಯೋಜನೆ ಬಗ್ಗೆ,About the Nirmala India campaign plan,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
1516,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢಶಿಕ್ಷಣ,Primary and secondary education,ಬೀದರ್ ಜಿಲ್ಲೆಯ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳ ಬಗ್ಗೆ,About Government Primary Schools in Bidar District,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
1517,25/11/2016,ಗಣಿ ಮತ್ತು ಭೂವಿಜ್ಞಾನ,Mine and geology,ಮರಳು ನೀತಿಯನ್ನು ಸರಳೀಕರಿಸುವ ಬಗ್ಗೆ,About simplifying sand policy,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
1518,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗಳಿಗೆ ಭೂ ಸ್ವಾಧೀನ ಪಡಿಸಿಕೊಳ್ಳುವ ಅಧಿಕಾರ ನೀಡುವ ಬಗ್ಗೆ,Granting authority to acquire land for village panchayats,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
1519,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಗ್ರಾಮ ಸಭೆ ನಡೆಸುವ ಬಗೆ,How to conduct a village meeting,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
1520,25/11/2016,ವಕ್ಛ್,wakf board,ವಕ್ಛ್ ಆಸ್ತಿ ಪರಭಾರೆ ಕುರಿತು,About Vachch Property,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
1521,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಅಕ್ಕಮಹಾದೇವಿ ಮಹಿಳಾ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಬಗ್ಗೆ,About Akkhamadevi Women's University,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
1522,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಅನುದಾನಿತ ಪದವಿ ಕಾಲೇಜುಗಳಲ್ಲಿ ಪ್ರಾಂಶುಪಾಲರ ನೇಮಕಾತಿಗೆ ಮಾರ್ಗಸೂಚಿ ಹೊರಡಿಸುವ ಬಗ್ಗೆ,Regarding guidelines for the appointment of Principals in Aided Degree Colleges,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
1523,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಪದವಿ ಕಾಲೇಜುಗಳಿಂದ ವಿಭಜಿತಗೊಂಡ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜುಗಳ ಉಪನ್ಯಾಸಕರ ನೇಮಕದ ಕುರಿತು,About the appointment of lecturers of graduate colleges split from graduate colleges,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
1524,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಂದ್ರಿಯ ಪಠ್ಯ ಕ್ರಮದ ಶಾಲೆಗಳಲ್ಲಿ ಕನ್ನಡವನ್ನು ಕಡ್ಡಾಯವಾಗಿ ಕಲಿಸುವ ಬಗ್ಗೆ,About mandatory teaching of Kannada in open text mode schools,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
1525,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,೧೯೯೪-೯೫ನೇ ಸಾಲಿನವರೆಗೆ ಪ್ರಾರಂಭಿಸಿದ ಪ್ರಥಮ ದರ್ಜೆ ಕಾಲೇಜುಗಳನ್ನು ಅನುದಾನಕ್ಕೆ ಒಳಪಡಿಸುವ ಕುರಿತು,About granting first-class colleges starting from 1994-95,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
1526,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಉದ್ಯೋಗ ಖಾತ್ರಿ ಯೋಜನೆಯಡಿ ತಪ್ಪು ಮಾಡಿದ ಅಧಿಕಾರಿಗಳ ವಿರುದ್ಧ ಕ್ರಮ ಕೈಗೊಳ್ಳುವ ಬಗ್ಗೆ,Take action against wrongdoing officers under the Employment Guarantee Scheme,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
1527,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಸಲಿಕ್ಯಾಪೂರ ಮತ್ತು ೯ ಹಳ್ಳಿಗಳಿಗೆ ನೀರು ಸರಬರಾಜು ಕಾಮಗಾರಿ ಕುರಿತು,About water supply work at Salikapur and 9 villages,ಬಸವರಾಜ್ ಪಾಟೀಲ್ ಇಟಗಿ,Basavaraja Patil Itagi
1528,25/11/2016,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಕೆರೆಗಳ ನಿರ್ವಹಣೆ ಕುರಿತು,About Lake Management,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
1529,25/11/2016,ಬೃಹತ್ ಮತ್ತು ಮಧ್ಯಮ ಕೈಗಾರಿಕೆ,Large and medium enterprise,ರಾಜ್ಯದಲ್ಲಿ ಅಕ್ರಮ ಮರಳುಗಾರಿಕೆ ಬಗ್ಗೆ,About illegal sanding in the state,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
1530,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಅನುದಾನ ಖರ್ಚಾಗದಿರುವ ಬಗ್ಗೆ,About granting money,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
1531,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಉನ್ನತ ಶಿಕ್ಷಣದ ಯೋಜನೆಗಳ ಬಗ್ಗೆ,About Higher Education Projects,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
1532,25/11/2016,ಜವಳಿ,Textile,ಕೈಮಗ್ಗ ಅಭಿವೃದ್ಧಿ ನಿಗಮಕ್ಕೆ ಹಣ ಬಿಡುಗಡೆ ಬಗ್ಗೆ,About releasing money to handloom development corporation,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
1533,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಮೇಲ್ವಿಚಾರಕರ ಮುಂಬಡ್ತಿಯಲ್ಲಿ ರೋಸ್ಟರ್ ಬಿಂದುಗಳ ಅದಲು- ಬದಲು,Instead of roster points in the supervisor's front,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
1534,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ರಾಜ್ಯ ಸರ್ಕಾರಿ ಪ್ರಥಮ ದರ್ಜೆ ಕಾಲೇಜುಗಳ ಅತಿಥಿ ಉಪನ್ಯಾಸಕರ ಬಗ್ಗೆ,About guest lecturers of state government first-class colleges,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
1535,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಸರ್ಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜುಗಳ ಪ್ರಾಂಶುಪಾಲರ ಹುದ್ದೆಗಳನ್ನು ಭರ್ತಿ ಮಾಡುವ ಬU,BU is filled with the principal posts of government graduate colleges,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
1536,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,೨೦೧೩ನೇ ಸಾಲಿನಲ್ಲಿ ಆಯ್ಕೆಯಾದ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜುಗಳ ಉಪನ್ಯಾಸಕರ ಪ್ರೊಬೆ?ನರಿ ಅವಧಿ ಘೋ?ಣೆ ಬಗ್ಗೆ,"Probbe Nari Aadhi Gho, a lecturer of the pre-graduate colleges selected in 2013",ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
1537,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,೨೦೦೮ ರ ನಂತರ ನೇಮಕವಾದ ಪ್ರೌಢ ಶಾಲಾ ಶಿಕ್ಷಕರು ಮತ್ತು ಉಪನ್ಯಾಸಕರುಗಳಿಗೆ ವಿಶೇ? ಭತ್ಯೆ ನೀಡುವ ಬಗ್ಗೆ.,Is it true for high school teachers and lecturers appointed after 2008? About the allowance.,ಶ್ರೀಕಂಠೇಗೌಡ .ಕೆ.ಟಿ,Srikantegowda KT
1538,25/11/2016,ಗಣಿ ಮತ್ತು ಭೂವಿಜ್ಞಾನ,Mine and geology,ಗಣಿಗಾರಿಕೆ ಪರವಾನಗಿ ಪಡೆಯುವ ಬಗೆ,How to get a mining license,ಮನೋಹರ್ .ಸಿ.ಆರ್,Manohara CR
1539,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್ ಇಲಾಖೆಯ ಶಾಶ್ವತ ವರ್ಗಾವಣೆ ಬಗ್ಗೆ,Regarding permanent transfer of Rural Development and Panchayat Raj Department,ಮನೋಹರ್ .ಸಿ.ಆರ್,Manohara CR
1540,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಪಂಚಾಯತಿಯಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದ್ದ ಸಮಯದಲ್ಲಿ ಕರ್ತವ್ಯ ಲೋಪದ ಬಗ್ಗೆ,About the failure of duty when working in the panchayat,ಮನೋಹರ್ .ಸಿ.ಆರ್,Manohara CR
1541,25/11/2016,ವಸತಿ,Housing,ರಾಜ್ಯವನ್ನು ಗುಡಿಸಲು ಮುಕ್ತ ಎಂದು ಘೋಷಿಸಿರುವ ಬಗ್ಗೆ,About announcing the state as a hut free,ಮನೋಹರ್ .ಸಿ.ಆರ್,Manohara CR
1542,25/11/2016,ಬೃಹತ್ ಮತ್ತು ಮಧ್ಯಮ ಕೈಗಾರಿಕೆ,Large and medium enterprise,ಕೆ.ಐ.ಎ.ಡಿ.ಬಿ. ವತಿಯಿಂದ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿರುವ ಜಮೀನಿನ ಬಗೆ,KIADB Land Acquisition,ವಟಮ್ಮ,Motamma
1543,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಅಲ್ಪಸಂಖ್ಯಾತರ ಸಮುದಾಯಗಳಿಗೆ ಒದಗಿಸುತ್ತಿರುವ ಸೌಲಭ್ಯದ ಬಗೆ,The type of facility provided to the minority communities,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
1544,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ನೂತನವಾಗಿ ರಚನೆಗೊಂಡ ಗ್ರಾಮ ಪಂಚಾಯತಿಗಳಿಗೆ ಮೂಲ ಸೌಕರ್ಯ ಬಗ್ಗೆ,About basic infrastructure for newly created village panchayats,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
1545,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಮಹಾತ್ಮಾ ಗಾಂಧಿ ಉದ್ಯೋಗ ಖಾತ್ರಿ ಯೋಜನೆ ಕುರಿತು,About the Mahatma Gandhi Employment Guarantee Scheme,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
1546,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಗ್ರಾಮಾಂತರ ಪ್ರದೇಶದಲ್ಲಿ ರಸ್ತೆ ದುರಸ್ಥಿ ಬಗೆ,Road Route Type in Rural Area,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
1547,25/11/2016,ಸಣ್ಣ ಕೈಗಾರಿಕೆ,Small industry,ರಾಜ್ಯದ ಉದ್ದಿಮೆಗಳ ಬU,BUU of state enterprises,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
1548,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲಾ ಮುಖ್ಯೋಪಾಧ್ಯಾಯರುಗಳ ಮುಂಬಡ್ತಿ ಬಗ್ಗೆ,About the upcoming government high school headmasters,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
1549,25/11/2016,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,ಕುಡಿಯುವ ನೀರಿನ ಯೋಜನೆ ಬಗ್ಗೆ,About Drinking Water Plans,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
1550,25/11/2016,ಗಣಿ ಮತ್ತು ಭೂವಿಜ್ಞಾನ,Mine and geology,ಕಲ್ಲುಕ್ವಾರಿ ನಡೆಸಲು ಅನುಮತಿ ಬಗ್ಗೆ,About permission to run a stone,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
1551,25/11/2016,ಸಿಬ್ಬಂದಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ಕರ್ನಾಟಕ ಅಲ್ಪಸಂಖ್ಯಾತರ ಇಲಾಖೆಯಲ್ಲಿ ವಿವಿಧ ಯೋಜನೆಗಳ ಅನು?ನದ ಬಗ್ಗೆ,About Karnataka's Minorities Department's various projects,ಅಬ್ದುಲ್ ಜಬ್ಬಾರ್ .ಕೆ,Abdul Jabbar K
1552,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಅಲ್ಪಸಂಖ್ಯಾತರ ಶಾಲೆಗಳಲ್ಲಿ ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳನ್ನು ಭರ್ತಿ ಮಾಡುವ ಬಗ್ಗೆ,Filling out vacant posts in minority schools,ಅಬ್ದುಲ್ ಜಬ್ಬಾರ್ .ಕೆ,Abdul Jabbar K
1553,25/11/2016,ಅಲ್ಪಸಂಖ್ಯಾತರ ಕಲ್ಯಾಣ,Minorities Welfare,ಅಲ್ಪಸಂಖ್ಯಾತರ ಕಲ್ಯಾಣ ಇಲಾಖೆಯಿಂದ ಮೌಲಾನಾ ಅಜಾದ್ ಭವನದ ನಿರ್ಮಾಣದ ಯೋಜನೆ ಬಗ್ಗೆ,About the construction of the Maulana Azad Bhavan from the Minorities Welfare Department,ಅಬ್ದುಲ್ ಜಬ್ಬಾರ್ .ಕೆ,Abdul Jabbar K
1554,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಶಿಕ್ಷಣ ಇಲಾಖೆಯಲ್ಲಿ ಅಲ್ಪಸಂಖ್ಯಾತರ ಶಾಲೆಗಳೆಂದು ಘೋಷಿಸುವ ಬಗ್ಗೆ,Declaration of Minorities Schools in Education Department,ಅಬ್ದುಲ್ ಜಬ್ಬಾರ್ .ಕೆ,Abdul Jabbar K
1555,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಕೇಂದ್ರ ಸರ್ಕಾರದ ಐ.ಡಿ.ಎಂ.ಐ. (IಆಒI) ಯೋಜನೆಯ ಬಗ್ಗೆ,Central Government's IDMI (IOO I) about the project,ಅಬ್ದುಲ್ ಜಬ್ಬಾರ್ .ಕೆ,Abdul Jabbar K
1556,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಏಇಂ ಯ ಸಹಾಯಕ ಪ್ರಾಧ್ಯಾಪಕರ ಹುದ್ದೆಗಳ ನೇಮಕಾತಿಯ ಬಗ್ಗೆ,Appointment of Assistant Professor posts of AIM,ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
1557,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಪ್ರೌಢ ಶಾಲಾ ಶಿಕ್ಷಕರನ್ನು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜುಗಳ ಉಪನ್ಯಾಸಕರಾಗಿ ಬಡ್ತಿ ನೀಡುವ ಬಗ್ಗೆ,Promoting secondary school teachers as a lecturer at the pre-college colleges,ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
1558,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಹೈದರಾಬಾದ್-ಕರ್ನಾಟಕ ಭಾಗದಲ್ಲಿ ೧೯೮೭ ರಿಂದ ೧೯೯೫ ರವರೆಗೆ ಪ್ರಥಮದರ್ಜೆ ಕಾಲೇಜುಗಳ ಸ್ಥಾಪನೆ ಬಗ್ಗೆ,About establishing first-class colleges from 1987 to 1995 in the Hyderabad-Karnataka part,ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
1559,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,"ಬಳ್ಳಾರಿ ಶೈಕ್ಷಣಿಕ ಜಿಲ್ಲೆಯ ಬಿ.ಇ.ಓ ಮತ್ತು ಶಾಲಾ, ಕಾಲೇಜುಗಳ ಬಗ್ಗೆ",About BEO and School and Colleges in Bellary Educational District,ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
1560,25/11/2016,ಉನ್ನತ ಶಿಕ್ಷಣ,Higher education,ಹೈದರಾಬಾದ್-ಕರ್ನಾಟಕ ಪ್ರದೇಶದಲ್ಲಿ ಹೊಸದಾಗಿ ಮಂಜೂರಾಗಿರುವ ಇಂಜಿನಿಯರ್ ಕಾಲೇಜುಗಳ ಬಗ್ಗೆ,About the newly sanctioned Engineer Colleges in the Hyderabad-Karnataka region,ಅಮರನಾಥ ಪಾಟೀಲ್,Amaranatha Patil
1561,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಪಠ್ಯ ಪುಸ್ತಕ ಪರಿಷ್ಕರಣೆ ಕುರಿತು,About text book revision,ಅರುಣ ಶಹಾಪುರ,Aruna Shahaapura
1562,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಾಲೆಗಳಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿ ಶಿಕ್ಷಕರ ಅನುಪಾತ ಕುರಿತು,About Student Teacher Ratio in Primary and High Schools,ಅರುಣ ಶಹಾಪುರ,Aruna Shahaapura
1563,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಶಿಕ್ಷಕರ ವರ್ಗಾವಣೆ ಬಗೆ,Teacher Transfer Type,ಅರುಣ ಶಹಾಪುರ,Aruna Shahaapura
1564,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,"ಪ್ರಾಥಮಿಕ, ಪ್ರೌಢ, ಕಾಲೇಜುಗಳ ಸಿಬ್ಬಂದಿಗಳ ಬಡ್ತಿ ಕುರಿತು","About promotion of primary, mature, college staff",ಅರುಣ ಶಹಾಪುರ,Aruna Shahaapura
1565,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಪ್ರೌಢ ಶಾಲೆ ಹಾಗೂ ಪದವಿ ಪೂರ್ವ ಶಿಕ್ಷಣವನ್ನು ಒಂದೇ ವ್ಯವಸ್ಥೆ ಅಡಿ ತರುವ ಬಗ್ಗೆ,About bringing high school and undergraduate education to the same system,ಅರುಣ ಶಹಾಪುರ,Aruna Shahaapura
1566,25/11/2016,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪ್ರೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,೨೦೧೫-೧೬ನೇ ಸಾಲಿನಲ್ಲಿ ಹೈಸ್ಕೂಲ್ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ನೀಡಲಾಗುವ ಉಚಿತ ಸೈಕಲ್ ಖರೀದಿಯಲ್ಲಿ ಹೆಚ್ಚುವರಿ ದರ ನೀಡಿರುವ ಕುರಿತು,An additional price for a free bicycle buyer offered to high school students in 2015-16,ರಾಮಚಂದ್ರಗೌಡ,Ramachandra Gowda
